Nome,Squadra,Ruolo,QtA,QtI,Diff
Cambiaghi,Bologna,C,8,8,0
Romano,Cagliari,C,8,5,3
Fazzini,Cagliari,C,8,7,1
Calò,Frosinone,C,8,7,1
Chukwueze,Milan,C,8,6,2
Lobotka,Napoli,C,8,7,1
Konè I.,Sassuolo,C,8,9,-1
Karlstrom,Udinese,C,8,6,2
Schmid,Frosinone,C,8,8,0
Hutchinson,Milan,C,8,8,0
Mbangula,Bologna,C,8,8,0
Gaetano,Atalanta,C,7,7,0
Zalewski,Atalanta,C,7,6,1
Adopo,Cagliari,C,7,6,1
Winks,Cagliari,C,7,6,1
Caqueret,Como,C,7,6,1
Fagioli,Fiorentina,C,7,8,-1
Ndour,Fiorentina,C,7,8,-1
Frendrup,Genoa,C,7,7,0
Koopmeiners,Juventus,C,7,5,2
Rovella,Lazio,C,7,6,1
Coulibaly L.,Lecce,C,7,6,1
Akinsanmiro,Monza,C,7,6,1
Bernabè,Parma,C,7,7,0
Pisilli,Roma,C,7,5,2
Adzic,Sassuolo,C,7,5,2
Sow,Genoa,C,7,7,0
Cissè A.,Milan,C,7,3,4
Elmas,Atalanta,C,7,7,0
Monteiro J.,Lecce,C,7,7,0
Sarr P.,Juventus,C,7,7,0
El Shaarawy,Genoa,C,7,7,0
Pobega,Bologna,C,6,6,0
Milla,Como,C,6,5,1
Liberali,Como,C,6,6,0
Oulai,Fiorentina,C,6,6,0
Zerbin,Frosinone,C,6,5,1
Ellertsson,Genoa,C,6,6,0
Zhegrova,Juventus,C,6,6,0
Pierotti,Lecce,C,6,6,0
Pessina,Monza,C,6,7,-1
Matic,Sassuolo,C,6,5,1
Bakola,Sassuolo,C,6,5,1
Cacciamani,Torino,C,6,5,1
Fitz-Jim,Torino,C,6,4,2
Oristanio,Torino,C,6,7,-1
Piotrowski,Udinese,C,6,5,1
Unai Gomez,Udinese,C,6,7,-1
Basic,Venezia,C,6,6,0
Busio,Venezia,C,6,5,1
Braganca,Torino,C,6,6,0
Felici,Cagliari,C,5,5,0
Fini,Frosinone,C,5,3,2
Masini,Frosinone,C,5,2,3
Meichtry,Genoa,C,5,5,0
Messias,Genoa,C,5,3,2
Luis Henrique,Inter,C,5,4,1
Jashari,Milan,C,5,4,1
Keita M.,Parma,C,5,5,0
Nicolussi Caviglia,Parma,C,5,6,-1
Gineitis,Torino,C,5,5,0
Njie,Fiorentina,C,5,4,1
Sohm,Venezia,C,5,5,0
Perez K.,Venezia,C,5,5,0
Tourè I.,Monza,C,5,6,-1
Amondarain,Bologna,C,4,5,-1
Moro N.,Bologna,C,4,4,0
Deiola,Cagliari,C,4,3,1
Addai,Como,C,4,5,-1
Brescianini,Fiorentina,C,4,3,1
Fabbian,Parma,C,4,4,0
Cichella,Frosinone,C,4,4,0
Amorim,Genoa,C,4,4,0
Traorè Hj.,Genoa,C,4,5,-1
Mkhitaryan,Inter,C,4,5,-1
Douglas Luiz,Juventus,C,4,4,0
Dele-Bashiru,Lazio,C,4,5,-1
Ngom,Lecce,C,4,4,0
Berisha M.,Lecce,C,4,5,-1
Gandelman,Lecce,C,4,5,-1
Musah,Milan,C,4,2,2
Loftus-Cheek,Milan,C,4,4,0
Folorunsho,Monza,C,4,4,0
Almqvist,Parma,C,4,4,0
Ilkhan,Torino,C,4,4,0
Miller L.,Udinese,C,4,3,1
Grillitsch,Frosinone,C,4,5,-1
Massolin,Cagliari,C,4,4,0
Fernandez T.,Venezia,C,4,3,1
De Roon,Roma,C,3,4,-1
Sulemana I.,Sassuolo,C,3,3,0
Dominguez B.,Sassuolo,C,3,3,0
Fadera,Cagliari,C,3,2,1
Belahyane,Lazio,C,3,1,2
Cataldi,Lazio,C,3,4,-1
Gorter,Lecce,C,3,1,2
Maleh,Lecce,C,3,2,1
Ricci S.,Como,C,3,4,-1
Ordonez C.,Parma,C,3,2,1
Diallo O.,Parma,C,3,3,0
Aboukhlal,Torino,C,3,3,0
Gagliardini,Cagliari,C,3,3,0
El Azzouzi O.,Bologna,C,2,2,0
Gelli F.,Frosinone,C,2,3,-1
Hasa,Frosinone,C,2,2,0
Stankovic A.,Inter,C,2,3,-1
Colombo L.,Monza,C,2,3,-1
Gilmour,Napoli,C,2,3,-1
Cremaschi,Parma,C,2,1,1
Lipani,Sassuolo,C,2,2,0
Zarraga,Udinese,C,2,1,1
Helgason,Venezia,C,2,3,-1
Forson O.,Monza,C,2,1,1
Foe Ondoa,Monza,C,2,1,1
Jovanovic,Udinese,C,2,2,0
Liteta,Cagliari,C,1,1,0
Lahdo,Como,C,1,1,0
El Azzouzi A.,Frosinone,C,1,1,0
Kone B.,Frosinone,C,1,1,0
Venturino,Genoa,C,1,2,-1
Przyborek,Lazio,C,1,1,0
Kaba,Lecce,C,1,1,0
Fofana Sa.,Lecce,C,1,1,0
Ciurria,Monza,C,1,2,-1
Boloca,Sassuolo,C,1,2,-1
Ilic,Lecce,C,1,1,0
Chakvetadze,Udinese,C,1,2,-1
Dagasso,Venezia,C,1,1,0
Duncan,Venezia,C,1,2,-1
Laerke,Lecce,C,1,1,0
Comotto,Milan,C,1,1,0
Mout,Monza,C,1,1,0
Ciervo,Cagliari,C,1,1,0
Sierro,Parma,C,1,1,0
Malen,Roma,A,37,34,3
Martinez L.,Inter,A,35,35,0
Hojlund,Napoli,A,29,28,1
Thuram,Inter,A,28,29,-1
Ramos G.,Milan,A,27,27,0
Kean,Como,A,25,25,0
Kolo Muani,Juventus,A,24,26,-2
Woltemade,Juventus,A,23,23,0
Douvikas,Como,A,21,20,1
Yildiz,Juventus,A,21,23,-2
Scamacca,Atalanta,A,19,19,0
Berardi,Sassuolo,A,19,18,1
Davis K.,Udinese,A,19,19,0
Krstovic,Atalanta,A,18,18,0
De Ketelaere,Atalanta,A,17,17,0
Esposito F.P.,Inter,A,17,16,1
Dovbyk,Bologna,A,16,16,0
Dybala,Roma,A,16,14,2
Soulè,Roma,A,15,12,3
Laurientè,Sassuolo,A,15,15,0
Diao,Como,A,14,11,3
Santos A.,Napoli,A,14,14,0
Pellegrino M.,Fiorentina,A,14,15,-1
Castro S.,Roma,A,14,14,0
Simeone,Torino,A,14,15,-1
Beto,Fiorentina,A,14,14,0
Raspadori,Atalanta,A,13,13,0
Esposito Se.,Sassuolo,A,12,13,-1
Pinamonti,Lazio,A,12,13,-1
Adams C.,Torino,A,12,9,3
Kevin Carlos,Cagliari,A,12,13,-1
Raimondo,Frosinone,A,11,7,4
Colombo,Genoa,A,11,11,0
Adams A.,Venezia,A,11,12,-1
Tourè E.,Parma,A,11,11,0
Bowie,Sassuolo,A,10,10,0
Yeboah J.,Venezia,A,10,8,2
Romero D.,Parma,A,10,10,0
Piccoli,Bologna,A,9,8,1
Ghedjemis,Frosinone,A,9,9,0
Cutrone,Monza,A,9,9,0
Osmajic,Genoa,A,9,8,1
Kvernadze,Frosinone,A,8,4,4
Geubbels,Lecce,A,8,9,-1
Bobcek,Frosinone,A,8,9,-1
Maldini,Cagliari,A,7,5,2
Vitinha O.,Genoa,A,7,8,-1
Bonny,Inter,A,7,7,0
Varela G.,Monza,A,7,3,4
Rrahmani Al.,Venezia,A,7,8,-1
Gnonto,Fiorentina,A,7,7,0
Boga,Juventus,A,6,6,0
Noslin,Lazio,A,6,6,0
Stulic,Lecce,A,6,7,-1
Zapata D.,Torino,A,6,7,-1
Robinson J.,Monza,A,6,4,2
Zeballos,Monza,A,6,6,0
Sulemana K.,Atalanta,A,5,6,-1
Mendy P.,Cagliari,A,5,4,1
Mota,Monza,A,5,5,0
Neres,Napoli,A,5,6,-1
Lontani,Parma,A,5,1,4
N'Dri,Lecce,A,4,3,1
Camarda,Milan,A,4,5,-1
Frigan,Parma,A,4,5,-1
Kulenovic,Torino,A,4,4,0
Gueye,Udinese,A,4,4,0
Adorante,Venezia,A,4,5,-1
Milik,Juventus,A,4,5,-1
Fatah,Lecce,A,4,4,0
Birligea,Frosinone,A,4,5,-1
Ngonge,Monza,A,4,5,-1
Nzola,Cagliari,A,4,4,0
Havel,Genoa,A,3,4,-1
Giovane,Napoli,A,3,4,-1
Lang,Napoli,A,3,3,0
Lucca,Napoli,A,3,3,0
Elphege,Parma,A,3,3,0
Ekhator,Juventus,A,2,3,-1
Lauberbach,Venezia,A,2,1,1
Enem,Bologna,A,2,2,0
Trepy,Cagliari,A,1,1,0
Bayo V.,Udinese,A,1,1,0
Lisman,Venezia,A,1,1,0
De Martis,Parma,A,1,1,0
Robinho Junior,Genoa,A,1,1,0
